phrase,image,category
homework is a breeze,81222942588410244357518806341487032422952183915320646024548094144906786497372,Partial Literal
blanket of bullets,13412256301354044503872943123661426267175623129704715480547472935213920279955,Figurative
wheels of justice,63365483074290225813845760116941657862579078071928998881731918524477935949402,Partial Literal
eyes were fireflies,61340431227963260696208595781413800580857598758628719166887406991215600652168,Partial Literal
walking encyclopedia,54483654329799434832501649239053419077712117757324152515967788649362154046414,Partial Literal
he is a cheetah,10414730273046156622819413072313589743997744862562564484327261036598145208910,Figurative
home was prison,37354760527246492810722148837790299432451911467200129643878100613845978018695,Partial Literal
a lion on the battlefield,30272282520848512974367270803517427647336590520533531614224688098884415115841,Partial Literal
he was a tiger,32451868592290484398737471064354221506355194357989377325848376063578499036276,Partial Literal
blanket of snow,115167994153897734566246303155528569477338394923447874658954083915816164043026,Partial Literal
she is a snake,78019099350423382302290243992441256829314323033500193542415437762604800047516,Partial Literal
a night owl,22866690279222868017413307738998950205662005452197962477453524572376314502929,Partial Literal
heart of stone,115543650296273493310221881259590976812072863014820772511350654445949282427418,Figurative
home was prison,32400286357646060460719750419463857792427440562154258634543625529868893872757,Partial Literal
sea of bees,22875362801759621975076939042957490750716890178053628608143446049628645679990,Figurative
eyes were fireflies,19666705996523757416520349019229630749282394078406065209450192513329649410008,Partial Literal
house of cards,52468230980389422116259576927687195861863500391917023565431986286721718333258,Partial Literal
blanket of snow,31801789871778558948073173521208043291104120920324422692175535959714925139086,Partial Literal
sea of umbrellas,50514821407715697228360586526064812293341170945463955606154390538177656878796,Partial Literal
heart of gold,11614912031904245285721571548056437681280496958799810213043427367902833656519,Partial Literal
jungle city,67186791029331298959392960957519966493557595989237229231972996832096587002761,Partial Literal
eyes were fireflies,42057234619795867488711092603016330595308708906912409066335668159127653633440,Figurative
walking encyclopedia,694571905661382713424948543225775241228510047479657055937271502926520686817,Partial Literal
light of my life,105300465194338075135160209663249891452534952141838807354998709918100663237130,Partial Literal
homework is a breeze,6376565422573404270392525801507280256810445822123541618423244065656873724721,Partial Literal
she was a busy bee,106866575144517000427923244258493397205396632520385158373906691807520504130121,Partial Literal
blanket of flowers,17304137790378649979463237057208174606969509939937373666511858188350318018350,Partial Literal
walking encyclopedia,12451123977299718813560559490619757772695457132189757896623134728970365053649,Partial Literal
homework is a breeze,57855191332589028364613537999600723462247464610445712148285293591252381469502,Figurative
she was a sly cat,82082015757093586772239394531477215693343743858693639666227121532787350590456,Partial Literal
homework is a breeze,86244380369524890306241508875058158481262187359343706981307201847692339523988,Partial Literal
walking encyclopedia,112645436030311509043913016447703380803473696998948160345242978502876676892950,Figurative
heart of a lion,7594600625814897127980775394589955083205099142622382885627268579330903943999,Figurative
heart sank,31291038635251533348379978784695996318661598970948233748083977076190457574014,Figurative
a lion on the battlefield,11078326901046011968447681574355317880314753455311151593856223656761307627899,Partial Literal
sea of knowledge,76909159909101861133952612439639318810377454300014378590089063042708254442545,Figurative
blanket of flowers,115507822717839478343032295104758353152927897614475900944569585322577707450950,Partial Literal
he is a fox,4974814749368284644297944211429562058414532687140334254938605740489079872785,Partial Literal
house of cards,101720545643182364907296495389255294657040503540315399193714072204243378442682,Partial Literal
cute teddy bear,61111654452251017231317773377738430898577949031096097295330171709542379897831,Partial Literal
he is a fox,93755625505688857991987759479944787353100377787347385039661280405544803903571,Figurative
homework is a breeze,100834770897103369990402436338634823733438282112244321076212058481129185072828,Figurative
the car is a rocket,64077791663129126801126435661152114400180996893073735584256306253939185983680,Partial Literal
she was a busy bee,63180612573331476153277712668569326176339335299774121950840291576145183315750,Figurative
she was a sly cat,7593138287936219621206186823483650796020314642090338792509206453637156988967,Figurative
jungle city,66639307316001049391870390798046826607936352391541495044095273854155984641917,Figurative
she is a snake,70636541981368729696431985680536490487539156299118137949080112901013429022318,Partial Literal
she is a snake,28815118623044450348924725488496993507641103255338343639246756336050056756889,Partial Literal
walking encyclopedia,72533892552717785566597961961014941987171195950736695300273042027196310316598,Partial Literal
walking encyclopedia,110766717328662251833460335615954724396075439577030011321686354301248156973181,Partial Literal
jungle city,76459368615919254575523798381032678446626189932646557314800906006787575957886,Figurative
their relationship is a house on fire,13701441860594025556098624943657423548717358144632439037807440825269918438987,Partial Literal
homework is a breeze,42407559207280834571238006003982301420044376150810415674289128700604100330395,Partial Literal
she is a ray of sunshine,17919453155975874440912585844761588569167522944101149360394700581946063312453,Figurative
sea of umbrellas,65202917750153395205801585906960957822191279924261423366639505461884299930122,Partial Literal
she was a busy bee,7799649619165945859212638617712743465997462735048848402836535225082878115650,Figurative
blanket of flowers,70088540080071913759519151081466410478821954482389945037499876851336545738301,Partial Literal
eyes were fireflies,54403096709114837806251367168963800482587775810663633747880007826632916306840,Figurative
heart of gold,83722259771616892436847354168742941406670056022428058797750903997182233365497,Figurative
she is a ray of sunshine,67276810369079565269847383573650878911785921694394780407691878174306011533284,Figurative
blanket of snow,46735897246925829939093667258677924078412329828317346124660685182718511694755,Partial Literal
she is a snake,102044233029125437227190930393723901703767010667802289981457048367668150994421,Partial Literal
a night owl,99775184296303985031889146796782382475126234580655202673687479239923211633153,Partial Literal
blanket of flowers,51937292345804734346356211959503554480152479426034297019802197950949459422997,Figurative
he is a cheetah,73444754462474203423971890987505363287933834732892681340267894282915647031302,Partial Literal
heart of a lion,47712339050514583841933165708222337834483204711107175386802584041385268555619,Partial Literal
he was a tiger,94914515882724656547370618586951977583228495430970661156397201000927333631431,Partial Literal
homework is a breeze,57782407560722513266200306922588683977367561306054906176996939903017709799622,Figurative
sea of bees,78968846684288202703769990797154946342291264726311366842680702711720380255708,Partial Literal
a mighty lion,4814922055119753686594802002330992157173842856881156441640145761276802573346,Partial Literal
heart of a lion,64475011411077580990981073167148128831017898375096177878194814572865843081841,Partial Literal
blanket of bullets,108715539966343992309078760045855252466845475791509572429936043546416271720257,Partial Literal
house of cards,79252186444082147193982757773046321110131920238549853893253703151757290634568,Partial Literal
walking encyclopedia,3857145951438069262811509575055483976030376714274665726510131914607138455673,Partial Literal
he is a cheetah,61800921280211266615092020108746071086363222046424704347214351442967300797251,Partial Literal
he was a tiger,24412362666032965539435030914191174859166432813479418959677870220336734504210,Partial Literal
home was prison,75650630639345615668474197715741982251567517430403732136703446276794508922158,Figurative
light of my life,56030406028210104899985076563422635661063926934904421677136480655946641444515,Partial Literal
home was prison,101737546987991888630011152767851359792203647271131689329572669785904405526551,Partial Literal
she was a busy bee,69702600954142425386549942335149330808392564546375471369762185044491527722566,Partial Literal
the car is a rocket,79050317579071224357239982783327190736465385531380596246354706047634874323192,Partial Literal
a lion on the battlefield,100992597738195116657353821920119220031218439763667757205083996344384880527436,Figurative
heart of stone,15867510704368836836006267123154733004926940918711193408612521538908944645901,Partial Literal
he is a fox,9188797551532341278985833711522279887725071404755045794411990806861936925158,Partial Literal
he was a chicken,39811499634892709379213855513888355201913353532310078903521267589255101289303,Partial Literal
he is a fox,13539580155804724768239764020072092189126074550985482157421805446403586866135,Figurative
sea of umbrellas,5288906057951861771322299316812524130742874226141303883687668323327585386688,Partial Literal
house of cards,37354760527246492810722148837790299432451911467200129643878100613845978018695,Partial Literal
their relationship is a house on fire,31029733209474939498478651664146271020336633646137583543978380396123431577046,Partial Literal
homework is a breeze,54476692673548372727599376551158129487959442539545998242724432614629288523552,Partial Literal
walking encyclopedia,108225745851281240227507029881228189261855619576664902356014262754767373719163,Partial Literal
homework is a breeze,57177044656246249914135480564299355783804443013183110968046265168592324618194,Figurative
blanket of flowers,74233766634028593435305518284635689425486540844995841586790647069618241676021,Partial Literal
blanket of bullets,3743593656003780878765901078220210277313224582284624770230193528440269643929,Partial Literal
their relationship is a house on fire,91870724360745941048792329461648952550528795992553507569662076427913764609525,Partial Literal
home was prison,53614652695196769325481535320933537165521700076201146234022034447234613896188,Figurative
house of cards,86247905656295416164815271031900001080243091180820404702512144139227648807762,Partial Literal
their relationship is a house on fire,83431770539453643745988123413370658850732611318689141018555715320690286554634,Partial Literal
a shinning star,102256313056233934146131396539081893977825214297721816500764111535323336419061,Figurative
walking encyclopedia,23838751867364555625476906690876077120487996115591119693456208178437287731042,Partial Literal
blanket of flowers,64196666218676761899933100022641093680571922399123539702739675923623880797868,Partial Literal
he was a chicken,17617599333893252568021908115686428992400869422438823463335614483993599194336,Figurative
homework is a breeze,45842397909688605993941298567287188508256103774885635341773765973312303923972,Partial Literal
he drives a tank,79025495568702447497517581196499202729893149856844909673571745684535093476648,Partial Literal
sea of umbrellas,26827920973012729059509400486823881015258224554712151216162185788652726407172,Partial Literal
their relationship is a house on fire,78462363749394831889834443327875473074344413057848432571425509705875773265026,Partial Literal
a night owl,57309600056122657936523974976032485540351893291981040891897145530506344441965,Figurative
he is a cheetah,82992435283384664151468412243557380259911448498587885019360188061222696602529,Figurative
blanket of bullets,89327664854913109054932301514213844675597506877242288503056522446992518804701,Partial Literal
he is a cheetah,5458291043119286807884757226473908203142795148355307345369139842084953571745,Partial Literal
home was prison,47838032101265718321677932767517281170449332226192167938822701514648331173444,Figurative
he is a fox,71908614084745208111863024377628915832253139698454001171860105670438740562099,Figurative
blanket of flowers,35627276077107425404120117065694167328401069157130064805361167739520758663738,Figurative
home was prison,114699785949057282570448311853797122325860685852241881378027075434450032505103,Figurative
jungle city,106687160952984925940261120145411651271281332634419377321267445799090947552353,Partial Literal
sea of bees,102946775803152857864293525512667780813294694291562749419673680217742531001345,Partial Literal
blanket of bullets,34636238341886297853274933766540052790726854160372136671648077043872059458708,Partial Literal
he is a fox,42172187260434629950471293934375966845043274001069605924798222449522903778692,Partial Literal
wheels of justice,32661607531095487143805998888726182840804310344465409522819453522565833069201,Partial Literal
blanket of flowers,79223138138262779486323757563092239740296179583251383126318754295756961958474,Partial Literal
a lion on the battlefield,88841408689086243772604045562121557732844650523583115394966096142928415797437,Partial Literal
the car is a rocket,58318904524739913850284669866317528481395100097982816888886376681468525919730,Figurative
blanket of snow,9819948890222844249602560920648854933513579330934152263657919630184921210409,Figurative
home was prison,90969171922571996923446678474408852247960934159331722989587895427574902944148,Partial Literal
sea of bees,71099699294597788594054785778616908665181819929343793790363622577569827660963,Partial Literal
heart of a lion,11078326901046011968447681574355317880314753455311151593856223656761307627899,Partial Literal
the car is a rocket,22601086275710673824018595225077829553115663190898495103051184664785818483577,Figurative
blanket of flowers,40589313975204094883236840833221071902299214077519183167306761734057891672982,Partial Literal
homework is a breeze,12971736399399692696022691637186728441411500876436497133879399040527471299462,Figurative
blanket of bullets,59767137240048484511571634013355790165981919902573327261381279781531573352431,Partial Literal
blanket of flowers,79873024532789039087729093542688215747519375037453914595276630870596801148554,Partial Literal
a lion on the battlefield,81587228404032774271648782130657817840618488475888455986325589088973203096734,Figurative
sea of bees,10365057082343015736255241674026697386151047584052982462637431209473021580847,Partial Literal
she was a sly cat,62144618488778096982334644891288717001032435306799566673406210877664563263303,Partial Literal
the car is a rocket,1500549330743209893267807239623576807773974687765590054994775044270497645447,Figurative
she was a sly cat,8034779577270166873960447902418876231333073486000015618881974571549843155873,Partial Literal
a night owl,16127542417286292849686851415133189357094505729649881402584556860579183877894,Partial Literal
sea of umbrellas,8018731366971889102555272470579639869506680025469639599399276696394457000892,Figurative
heart sank,29501093543265758861887372090872730068686889936834306900605120517992180737665,Partial Literal
eyes were fireflies,18696462093247344690978442691849909289290426056667394576794360775686591454494,Partial Literal
blanket of flowers,36166231750399070293828606674045687464626363222633313539176925585233879606443,Figurative
she was a busy bee,80021472422035888478721856120447560512480916874997214552821121805822138242853,Partial Literal
eyes were fireflies,102273671747813961376753176207408073016593443005815146373277483183546260093380,Partial Literal
cute teddy bear,13437577230533742286176787786075581813851793463080548441990948859560630512161,Partial Literal
blanket of snow,76562705417269118598084189005498509762771415916975674781648529577023415482806,Partial Literal
sea of knowledge,77545206452960875405103634402966324944348021099718027169891063376446195982355,Partial Literal
blanket of bullets,96048230197406540048681934641903451477930591401917204189985786058586600180554,Partial Literal
wheels of justice,69158607693561464483870854912802058568552146999854973274901112965154105120043,Partial Literal
homework is a breeze,23332909782461893653518027845128542427789263740656929136624281921078069169725,Partial Literal
sea of knowledge,13512855645914750502559323796646481821089991705297070085467520247615569027042,Partial Literal
heart of a lion,53618517713412205217358989022883659181557149257889393388761129272601062767616,Figurative
blanket of snow,110843146061650399310011103881135441834379337762715080901531617914358424193008,Figurative
a mighty lion,111855953449738676247507057955242779247913234950724667735696411153750708761784,Partial Literal
walking encyclopedia,19650999910989962241063490867046697309199413498411009340177004659687417494439,Figurative
an angel,12341624611343741657579178544392918996354603755416433288547851350256521164852,Figurative
sea of bees,43976602303551246317678815688063707689160487470511093371416062051277587684148,Partial Literal
a mighty lion,64551765280007932813135916660297841403093617911154909963108089063386702375005,Partial Literal
heart sank,8727900110715583071771474510631722911522378562770331556404969844221906655345,Figurative
the car is a rocket,7825460050116240897094611125027158936627016744841157743595536967105132190359,Partial Literal
jungle city,33433552651616547261835577750015251258745381331346103289689923246669339523251,Figurative
heart of stone,88753966801747675498042085334556063073209130428613107079169210321123773667346,Figurative
heart of gold,13519499692324901536972103060643127400006751323511294561206890669383605238105,Partial Literal
the car is a rocket,53942808140091000924395222431800618912048535112247049718221700968359822561204,Partial Literal
heart of a lion,59439996068746995075564095340703303893095327166530506254413933919327803515686,Partial Literal
a lion on the battlefield,30517019387319367775766079275071199770244253970011391686579794152356356178917,Partial Literal
heart sank,69217598202989808439578259485863344379560077128179963036326027268633765318644,Partial Literal
home was prison,108631833775244808248034413277192161096907195255380860908239358751497142082731,Partial Literal
their relationship is a house on fire,100757160426326549163719169299410460314896655867660092189452061821800339769884,Figurative
sea of umbrellas,6580730701423434333302696835825453746395451796502561438059429343572111251842,Partial Literal
he was a chicken,83939171388074974511711773119741276531316702302272396033849081215204304343244,Figurative
jungle city,16655197837072825890147072528767423849211481085263832395649419766867194312795,Partial Literal
he was a chicken,40058271020486225547111989253169241694454789103159196872367092518637345685121,Partial Literal
heart of gold,108550139607929233947608232994748935940462738934466480078988382848975127444366,Partial Literal
he drives a tank,94948935610535135365327297044220896788406299077507053020546548073058224172641,Figurative
homework is a breeze,91085980016140276803255042413793379730906512582714161598594273488014325822596,Partial Literal
sea of umbrellas,6041834579215915583194560943799013556206277619559019866950424264193100089360,Figurative
heart of gold,34033751596765444573616199617915011505741372428149754885677755797618337782367,Figurative
he was a tiger,35077430370277180532083859441475723613036795386628524968957138718401415945983,Partial Literal
blanket of flowers,100428041016055936158000049131432372565297459323458405315296291470185301220978,Partial Literal
a lion on the battlefield,9928364605141930779030443761652637007425581983408582180542802459938699253078,Partial Literal
she was a sly cat,52426280767675294900807841246461257006395780043099633114437516674093231197351,Partial Literal
jungle city,80571276311061072917276734548333756409258891529584580811468040562901047348976,Figurative
a night owl,102999244620311270961771870163393030988820976001406265883328370499231006383879,Figurative
he drives a tank,65504177683773995305956524229497108914224895782937177416648381980970753079216,Partial Literal
their relationship is a house on fire,110626601763195812347569180859183908653179991890184846944766817002934803551314,Partial Literal
he drives a tank,103092749383386231455100349975495139074304649976756312466695258506036963803580,Partial Literal
she was a sly cat,58088123539439277107456727645114750632564609680027798006799995677138870749703,Figurative
he was a chicken,89008132343017175303547230953712486967916055399033524324324216387688259459426,Figurative
light of my life,70880446152435547697790867745812047784130531315708478622273102555737409142608,Partial Literal
walking encyclopedia,9877279369854997871485851597811663001974585508642822519897916785530035357504,Partial Literal
sea of umbrellas,98638160654475741945514604646338339137914645022492813523370358076430657410248,Partial Literal
she was a busy bee,62122966129235676981103511633460645416317831490069624540832462221989770788632,Partial Literal
sea of bees,112525596010135868049875880326280337427495084573520042283867178395272972445290,Partial Literal
heart of gold,115733915247243241462915658743839439649759707531225637807881051059243192205058,Partial Literal
he was a tiger,21830422954560895837260699457837027881803068911910231911308978188131634895271,Partial Literal
sea of bees,99401559410212480383726524505557770776655210571925827568175075684656974424575,Partial Literal
she was a sly cat,69772408299904730288166498847848561003349805772289697919583417612264502765020,Figurative
he was a chicken,54273495811264826795740743405295656467260623989056435442027365194066673082076,Partial Literal
he was a tiger,88135632155311154568499383834939945077925143631584031439486862893969812290970,Partial Literal
a night owl,21058387347436281306684859658718788034713611946265116918738835942125368565377,Partial Literal
their relationship is a house on fire,88287661111771482681814112310048690672756334187976652918155319828169558287528,Partial Literal
heart of stone,70768755117728207631167558388646425525397632796440502523511343265141719474699,Partial Literal
sea of bees,110169599197880543096566043809993994032278978806026225789833767362572584591472,Partial Literal
an angel,29461485850351322077773419646639615113262286458347137426286476411665294470581,Figurative
heart of a lion,35673906130199068953826077927511433509555032910336998718587870354357426223743,Figurative
a night owl,98925856680325061832505606751875891946113447211624152072672193109592935958510,Partial Literal
walking encyclopedia,48950743503597367467051100087392504072257948961923978444869683003370887168096,Partial Literal
their relationship is a house on fire,52288967107188279750550127343755254242956664383648015428849282822431101617588,Figurative
light of my life,38494627408585660861599824645464571956142442498630018170673905050562136471023,Partial Literal
light of my life,31183417285724766654245999263766270585312071040620580351382287998005196110562,Partial Literal
a lion on the battlefield,46884347421661404096088094136509148958482370731771879932372794184791531452136,Partial Literal
he was a tiger,46381466911786358444117876258776714591896047682470050034398795633283662170687,Partial Literal
homework is a breeze,55967180478295987486763826390524482414039296882355146579760210274012176312548,Partial Literal
she was a busy bee,97989914386777064632075351514805499659784630063640182365258918038768349684187,Partial Literal
a mighty lion,34438372199144127833212864881846544175900809829894795828867042626898238865938,Partial Literal
blanket of flowers,18771164536344361745605497874553634639502953047361602351288754538322511836298,Partial Literal
heart of a lion,32352759887311018322674811395236146921833261095260808436460930979742507975549,Figurative
she is a snake,12521476571866987195986385287873183657879777309833648387708625203653142079817,Partial Literal
heart of a lion,13519499692324901536972103060643127400006751323511294561206890669383605238105,Partial Literal
home was prison,86247905656295416164815271031900001080243091180820404702512144139227648807762,Partial Literal
their relationship is a house on fire,92620389554242913589610080260006743103195582301649479237061565034499495266821,Partial Literal
wheels of justice,26444106288987918390106067084328554465514148178982650938133609887400752367654,Partial Literal
sea of umbrellas,66469287110527856716109039844609319625678741050833836194062917327445454439096,Partial Literal
light of my life,36739069008974442573575747188315647495607877839023263360937408479208727551026,Partial Literal
he drives a tank,115317772974701017801062496747724173978231217464017106740892147854515165047195,Figurative
he is a fox,14294828063659773760667177565436250092978948533076783967673095204101899448232,Partial Literal
a lion on the battlefield,85816573002958426248579824436837421973378094830408035082472713916470247443807,Partial Literal
walking encyclopedia,16014439457142499688473232168435849843308609232979675650195293863616176414873,Figurative
he is a fox,57975988387788136191429936323289030486011279820530534576183149228360165101908,Figurative
she is a snake,28952219669492931651566243461145182206725844121585376947813442054024935265602,Partial Literal
cute teddy bear,56561049787685709134280682720783713070058228767335966079088532136813739353642,Partial Literal
blanket of flowers,41012461386422023433902693141455406082194577839685874309673062580608241001842,Partial Literal
a shinning star,110008477903804297361033011848242670042852854468513084989502395650072372041766,Partial Literal
heart sank,4017319343691439994906663335979220511443484451332334976624425639645276093310,Partial Literal
a lion on the battlefield,14787896161784295050718482972136977506152527577669422241581159176977630316896,Partial Literal
he is a fox,48555910834376260192828485122137616345276810704554559965376651964068575859865,Partial Literal
sea of knowledge,99724130451423044975683261650313735242778678205204523649552327379479461535246,Partial Literal
the car is a rocket,59363300800362953722612379035532400981376149521150229199619645729148098409911,Partial Literal
sea of umbrellas,31735887871576226405586527917856019278122247851489377542082067499212965400424,Partial Literal
he is a fox,46149163311457047210190054835291964736181736682071046971895202952465053025869,Partial Literal
heart of a lion,57321471581633289639107003233042674452193853030086771529965553327746842788251,Partial Literal
house of cards,83431770539453643745988123413370658850732611318689141018555715320690286554634,Partial Literal
she was a sly cat,46488654427779776552393203684297380375114759708716555544689152025661686303588,Partial Literal
blanket of snow,67471234227327300413638668319052379481575695386184986761844023721044669144160,Partial Literal
sea of bees,46773265915325379363354288445840282902464503309020850465027329937970705948568,Partial Literal
a shinning star,111178702352383582377048243205585617667259974071211378083370912299181365773027,Figurative
walking encyclopedia,3969012480963247537530218200399767566384599151711362550012102535130314684523,Figurative
a night owl,45394724186647337792395087444764342446374855384647840058679249017364106017670,Figurative
sea of bees,66150497749014955322589469112041024959400148198046289100520508301643511658110,Figurative
he drives a tank,99150045332653563222221620589098871883103253774040613279251911611802819902077,Partial Literal
she was a busy bee,75008928881578130329768264891130923604034245253627811614565642140922720192942,Partial Literal
heart of a lion,46884347421661404096088094136509148958482370731771879932372794184791531452136,Partial Literal
blanket of flowers,9815213497839765468393724420569846540060412597419526725335510969903030497586,Figurative
a night owl,30023770820784373035508445824099661356680859223635683511515464886132417857923,Partial Literal
she is a ray of sunshine,75832352755876708254006922516985472200530417459906034843357650596901094042581,Figurative
homework is a breeze,65273777336372546840921498132578775282491764071351384922975948657789120169269,Partial Literal
heart of gold,36744670862470155497506491464655066946444157754124231517934597776014629841407,Figurative
blanket of snow,53711864828732154141152720199350387096700186959138872053615004260375466694255,Figurative
he drives a tank,57113875115023642317826029079428358592329631688846016536737386245999348889833,Partial Literal
eyes were fireflies,16045451840052072339068760899037920979278647619618473889813274468925293641289,Partial Literal
heart of stone,5888983241370308865189793667455771954359208108883152853560697135151729696753,Partial Literal
walking encyclopedia,20768332632978801394083466307794457025994420807942668318559475322280851903636,Partial Literal
homework is a breeze,108540126671664578595206332739563157138646414867635230264169784580334261040473,Figurative
an angel,99962765767395859792000295149276886260524313883599166702210744299477202548981,Figurative
she was a sly cat,13399273241716452700310733379630884717512590498498498764310333189011167868400,Partial Literal
heart sank,85662213074551413510272183255222086193680887311650821868466855478275965180822,Figurative
house of cards,92972052405251763342331048309869326120319191983955966193185542226409683410912,Partial Literal
light of my life,28798826084644778443370292367864962764686649220745565774455152659553451421071,Figurative
blanket of bullets,45090658842685472077284568583881932558856846565403117667692825709005674521089,Partial Literal
an angel,81900322630318271702382540487986156187667474330643398370908629362674828373851,Figurative
heart of gold,47712339050514583841933165708222337834483204711107175386802584041385268555619,Partial Literal
the car is a rocket,50114590501303805698394633137168996133586189101094108233627653621989930707042,Partial Literal
a mighty lion,7418192967752097366536799352205478343091411883979116594389029653130221505313,Partial Literal
house of cards,70056519499852762008851532256346870849980737647051276169936892603445744390937,Figurative
sea of knowledge,96820452835070761978596641772331259404597288277720493648969071593993190893164,Partial Literal
walking encyclopedia,60359693255998860020288513392209715898417069242532914598273663905749185944250,Figurative
he was a chicken,91656703821037976499082926395036037427072456588230832271195640351824006386162,Figurative
he drives a tank,33639876887027502827047154261792305247856244247892325934795826162635186933944,Partial Literal
a mighty lion,6943776111148714791181705009058483149295635146687364089206077458378011490728,Partial Literal
he is a fox,111111834064976006738580868916286066780960910426507712996180192735452514255404,Partial Literal
blanket of snow,113231791161589154548317581422658676146071813561037731254803952905966320193228,Partial Literal
a shinning star,22680710949386604081583450560971320968241445450818102508047108701353454272316,Partial Literal
walking encyclopedia,39174644994385606448690849856395023215960870999793229118803106106454527678478,Partial Literal
she was a busy bee,104004480062112381168840706199627581436528151102510534031379387565251212231062,Partial Literal
she was a busy bee,14216317888825047726087953793312658079650244518184307227191201470509300941722,Partial Literal
she is a ray of sunshine,10986185818181936833533268282303375390416323928493234684856146460597798383280,Partial Literal
he drives a tank,93386210093999570086818689875228464080825249026385680244318125815942495250816,Figurative
she is a snake,21763997075024494308731581317761787611257112883418244512295882120997043591770,Figurative
heart of gold,31658877545210228019209016470193414373504143986254494921978151709785771694419,Figurative
sea of umbrellas,104232569102075215362020001830888968382451895203630471385069830058901969821080,Figurative
he is a cheetah,8627129558048952776919761475992017687224457838978917007877809578591875094761,Partial Literal
he is a fox,77779976277930482905689779527917457241639017769625148744592839481250432883233,Partial Literal
she is a ray of sunshine,91151023124297941697357391026423422834372939297281451961998309750375176784699,Figurative
he is a cheetah,85207434441350240276930144178888857245633933680264670078746542015980857936907,Partial Literal
blanket of flowers,81218456491273901134809961390735149742391662436976059448369493791144744989399,Figurative
blanket of bullets,115167994153897734566246303155528569477338394923447874658954083915816164043026,Partial Literal
she was a busy bee,40210758243610191885015729089302436090137538747063983476789118517387941529576,Partial Literal
she was a sly cat,43446887208465596329120056233687784692305781360898389256349976480580806303934,Partial Literal
a mighty lion,115181905884919157375187445460119797112644942267560126281355902378286286649344,Partial Literal
he is a fox,18558247194498636105962981465326542824215627345668641989013761830619472250612,Partial Literal
walking encyclopedia,75644023596798243030618016331253008943132766216859316820171220324903791893118,Partial Literal
blanket of flowers,12174395893117775801903889068094368407547612598209334938564990884866458737647,Figurative
heart of gold,22428595749981953567946582708219064438873977643512144163263777630706680939166,Partial Literal
he was a tiger,71620365976130331411817835903526359023430238617139602957023738706058072842018,Partial Literal
she is a ray of sunshine,44842668936852395195379894959351323519769497474391623389770073210166580951656,Partial Literal
he is a fox,36060550187635744323985621573673488247320519415735031131819455500700904401193,Figurative
a lion on the battlefield,102888728787876464785209326273029769434323595757918187844760746301968296820246,Partial Literal
she was a sly cat,21763997075024494308731581317761787611257112883418244512295882120997043591770,Figurative
she was a busy bee,69897725322684401860505001841974099942892403287558378450763456417802727507928,Partial Literal
she was a sly cat,10659763402615636563080667135942986263256390965050793176536592833061187219161,Figurative
he was a tiger,23866853929250352656400912115141772787270566208312100633339200052155581794362,Partial Literal
home was prison,15291815945151239972010844369256348207547689121950800043743108355686160254607,Partial Literal
sea of bees,26639475523219898980342974980294598059339181021395207446830515971080622411818,Figurative
a mighty lion,90015145587956451741090278489309227909482071610061415319603255245289991640921,Figurative
blanket of flowers,96048230197406540048681934641903451477930591401917204189985786058586600180554,Partial Literal
eyes were fireflies,104597068896056007932544220666401145764510075513890992851501943076590779568539,Partial Literal
she was a sly cat,107218407242231348085273492549470851481300069648408846635215278872503077916936,Partial Literal
sea of knowledge,14034397213413280548448480119442815906240686178847269192975858043666481785870,Partial Literal
walking encyclopedia,57696170718073327580259752681666386848278125735739291777421420608060570848764,Partial Literal
their relationship is a house on fire,79252186444082147193982757773046321110131920238549853893253703151757290634568,Partial Literal
blanket of flowers,115476835406186116359705151737283196447163319302315881921804186827229073123403,Partial Literal
jungle city,91878921529287678590996404961425862676003015126941188178335463011979146799041,Figurative
light of my life,29164440423828501975642206552061360475228980555111723879014695851674624679426,Figurative
he is a cheetah,114256834467489800150170540802240354001652533236058286333843163389007580476590,Figurative
house of cards,83743382782401304952202086749906415012431439578025107604958967946176146263050,Partial Literal
light of my life,57392294893340737220596929055703566943025004754507031528876990759060726853266,Partial Literal
homework is a breeze,80028946454256153310830803148329876340293271554712277573032077369178150428598,Figurative
she is a snake,4014605192471792313269040077513231857851171318638787520963197865585138089278,Partial Literal
a lion on the battlefield,90141049264147633555888976276479408485786620396587961056101001572932582494377,Partial Literal
blanket of bullets,50385924196477845521791781868930982380113429687160319111427007131417106577112,Partial Literal
he is a fox,53871476088936346252177756813508755540519102356476084878890805827137637203526,Figurative
eyes were fireflies,9036862010741239563631321820641776323519946434941756261862097573625286099014,Partial Literal
she was a sly cat,104187697805134747342967237300439321331744384105784277597789378779356878701136,Partial Literal
wheels of justice,41025867864820415258989036639443654116539938538868099312841374872398205281354,Partial Literal
blanket of snow,66251480964558355733109728169305804522893059643175377503348948600156319501386,Figurative
an angel,51177230338183536658960728784238406141098969964221719435153481823297872065427,Figurative
light of my life,85900035093770248655425823325443903897747491129430738576837886730986514634819,Partial Literal
house of cards,79072640216744214111012500716213797515848854373690785118951950011865881850355,Figurative
blanket of flowers,41267905155631238769324897604060792392199234975406786626869472625696306361090,Partial Literal
he is a cheetah,63469070427103928861155850412005209283777534023566980343360755823001990466835,Partial Literal
she is a snake,39670054217416545792767594233739599917689678594917980674212358146016886048761,Partial Literal
sea of umbrellas,11571547039356766082653613921896641341312984058552433760993431733207391826460,Partial Literal
she is a ray of sunshine,100270402574955830934338901289992317036286577112474164635425071316159702718771,Figurative
