phrase,image,category
strike while the iron is hot,18467247162085367270063448231685022743385737569200850534218777339728878607953,Partial Literal
the joke is on someone,62652775660263873293318301452575683368261262201752875146715490316189392555543,Figurative+Literal
to boot,76270018943330416312468627261965775019517324853074835028754227423378979758519,Partial Literal
fill the bill,83731664643755853918357399803986153523143201845697105477543656679889827679606,Figurative
pull the wool over someone's eyes,39373296015616958869744438256703555608150349901783703822037395762077361831163,Partial Literal
shoot the bull,21997806608996690698439906495521297374355935138603037726317316441990157900310,Figurative
strike while the iron is hot,32714157739922053099967163317068466583333626408821498727242169764841795572130,Figurative+Literal
fun and games,65123014343717509938039851696639663031444341731202950186140874534618223987968,Figurative
high and mighty,75719110335303837931776118686988527511876203527228117634496783378505227258599,Figurative
part company,15010427288983100199638794947845889109575714128279322341709148212812671443321,Figurative
sitting pretty,101187259333686571475355894058720758725730559966929371841150167825452299060257,Literal
high and mighty,59369016280760012477213710787068004638526205416563629628285593144318202893081,Figurative
tie the knot,20586911423665539206715974125601568748098234008588192387540625775664424329222,Figurative
bend someone's ear,51181542278930873597387431618815633250314263750142790756042088804426348030043,Figurative
could eat a horse,71801258502681488602831077632316555721844383299086354760095076211415887535956,Figurative
bell the cat,16140075235966350703760921267990260415043206558846657808642773221064967740857,Partial Literal
not cricket,8619652344880490734536884580657534714215445986772476731183640023713055195777,Partial Literal
cold comfort,12638523960492189086503316294296019744248418355506793075473544774315698524616,Figurative
have someone by the short and curlies,90861039122809857859010746960863479988363828423694457665658820703179175582504,Figurative
in the swim,45005544303741142773968473711006873023327869379901515577929938279377846508489,Figurative+Literal
hold the ring,70779594997962559240796539463760065078532102243756266446475787097492851266322,Literal
hold the ring,38796120316290063231716717188108419609690684332461056365067895623014798137303,Figurative
on thin ice,112386613095358960801897062041038799938558490029909286728832941223044828304710,Figurative
get under someone's skin,36028628860499541807973723326997911048160794781822847280117344795299591521793,Figurative
bright and early,38073232759167197974348535584056315458371448630552803060201880520059007112551,Figurative+Literal
take a bow,101243379998333210760017135766406558786661312856030536031790214134525558787999,Literal
pull strings,55015784398103743563832431524376027488800009749001199690191179613995302040496,Figurative+Literal
cap in hand,74929206457804514953744051946249263994532579527853443539010252091022860642603,Figurative
get off the ground,90719729717104072930912037290028825226645000706775532244992747348700454255531,Figurative
take up the gauntlet,89561783760272133596257622911741385242281834166359244851168947551316677132824,Figurative
up to here,28301244886500275825879385470131367657731172919646912487391050406213147241137,Figurative
one in the eye for,73596777325961566098600759060697252283961550131937803924613441452098839792601,Figurative
down the road,11111662142436152898217577200964156945651641243576880046975623742737449148431,Literal
by the same token,75057173023553592287332359166743207547951699023551200566312126825411711496014,Figurative
off the wall,104317757151280452538920205618337145475381399730421235191560263289084853793382,Figurative
for my money,57839251067111665695402009447441460530015300420243672839747032085016338456983,Partial Literal
catch the sun,37114810281707406547326358140793445198299864110034200802310301509311900258101,Figurative
catch the sun,75661986464648493106591864793993481094369259498208015005482256358484852057895,Partial Literal
hold the ring,110197257879753962193045621982411828643596768781927603553473603959265853402437,Figurative
chew the cud,19280650999699843394605468606790458159386514104996045397432749043382178882239,Literal
broad in the beam,53996266182263482136930120763913051238675862776717628582614874944870217222946,Figurative
second childhood,67687441959736199115114885646780220903505300360053193561731981127161399813476,Literal
bear in mind,104753550086365470501508325425320884199643578776071154042655811024119534173233,Figurative+Literal
press the flesh,20946349503102108347348017615111907168720001342205101361630163838996127246426,Figurative+Literal
sleep rough,5636677166707459001974798389750317218882173486593436461844222638705476414852,Figurative+Literal
cross swords,58503718246907424198001437945101586252328878909800046517651272669419478132125,Figurative
sleep rough,95816402816285969559234418230604096827787467676776567281129594788801723551733,Figurative
fight tooth and nail,42883285730285840070049129018991517247546369906594466434761260732985749527259,Figurative
under the weather,25021377791649855096028165507716009320567826082452149274005908536277386634079,Literal
kill the messenger,35098532627185315991911651497939817856338526762571998368401791117606941258204,Figurative
put your shoulder to the wheel,72930076202331291638698770615842198728546584316554928425784717851958399256640,Figurative+Literal
hack it,40879825217136913243236981789078523757322890879726326355235178512080469560524,Literal
spit feathers,32848004944124539390629461264286922202727709124689171850865447651268339550883,Literal
fun and games,109377953489489572810050981428678995912490755585784066604062166498504735474013,Figurative
on board,91971944525641354078456832957151303205688816548706712206814875942290493782652,Figurative
pull up stakes,64186866181396795469911242561451405238961444905071726069318887491013708040611,Literal
keep your head,18119916953025268874263119170050703881335665938711003716851846614818894538202,Figurative+Literal
follow suit,76814824014364944474101523431459544585575046340521949319817619816207892541512,Figurative
meet someone halfway,89717464759236676873827145444821207103447383552031047884131125416292641622586,Literal
with open arms,74057525036447889655804457790279099383223669542183491483407439276614136363703,Figurative+Literal
see red,22984106079034412394740769076292658439543957614782624375177473964235891978026,Figurative+Literal
fit to be tied,14549373221274629818478650682194593958069167378264017794966351637406380319004,Figurative
take a bow,114225309147194208679468802128405079427439159353105974861534585230663263686502,Figurative
dig deep,85500293267774190469750397177151849910798805362823725335905319322374868300652,Figurative+Literal
place in the sun,44888955022829545863466002203831069446560770725012479690529999946886388493220,Figurative
turn the screw,47013501373975320811658396918759850312232489092702924286223600000839455370749,Partial Literal
get the boot,884194127632827384125711458096054233055620983782888358244406827540431087549,Partial Literal
change hands,21348837468958184569539068400315570388650206816631505445511134391918091835440,Partial Literal
odds and ends,13012645742588429484079205647487224482630363258231004818338156567607237542523,Figurative
with a will,25090818279206398088269791489244443520990438820621419361044934275000706525424,Figurative
word of mouth,95992056607557967284131139403975479784303638580674057270569182999319494156075,Figurative+Literal
grist to the mill,15674125602057933966848854262708224410778284784273977469676536858028629798721,Figurative
a little bird told me,22640120591285288476813538312853327607149146943052397021886144436603712032751,Figurative+Literal
on the ball,72894542964987610195679223110243416248001894873763633739938194686968836879181,Figurative+Literal
sell like hot cakes,74623225323209427188696813674377108317949814983475273883018756615753466686394,Partial Literal
up a tree,71861670585639007727459875587486437863003286015581173226579946915433149625336,Partial Literal
keep tabs on,63012653516709595457613489033686495491415656675396746571351001542243189040759,Figurative
on the skids,43673755304655109369551120677784053657838934679494247336133487882044693866120,Figurative
see the elephant,75540799821481785642902384251173012962630852909979582539169085087178322449200,Figurative
behind bars,45130873647537004358868725670555941607600135088015899215899238424417111746172,Figurative+Literal
in the ballpark,74665684628418729777298423985542950072715993038808978384051399078146254058778,Literal
fish in troubled waters,94251933214358696327795971656096638863384900015741534809923345844380039999633,Figurative
on the cards,45507575679911395633325352103117718022734747098918650745697285032039094199507,Partial Literal
talk out of turn,43891922374230950174006029335002690722550453532106550430326262409410180407031,Literal
pump iron,87061654783669480293318179270330758069373380127571382556562855833146941273612,Figurative+Literal
second childhood,79708793895569656184264375731594171138955494865816523608785393637836265318796,Figurative
split the difference,54558876754847527243458101361797981143197353704746432415279430166917210389501,Figurative
lose your shirt,12118902333598308757751992815863274804280270320695139900867656718555186268671,Figurative+Literal
let sleeping dogs lie,93463183449268090036560911423964326348247723964851936506604946140063474419700,Figurative
come rain or shine,106298897471068781957182852687038436109904060814167153023443971698685168538879,Figurative+Literal
lead someone up the garden path,25736103746065650243720106001789155273754641308034777780820576341563834005798,Partial Literal
jockey for position,89608389642367993735121616923185991891668139763664899988588933251191793696974,Figurative+Literal
set the wheels in motion,13932904619699407217816654174972972862197405697634127437043262651001109912095,Literal
over the counter,69971560643573669860288108193632229442544110225097028287977213121240848777568,Literal
smoke like a chimney,21794234656305718025469772498322680427108358355639395673248353398702866704549,Figurative+Literal
bark up the wrong tree,23247142916518901409720926516088073197927177218528154158009355022349276198160,Figurative
below the belt,25766312802123852417825837620662604352248661940062674406122370264569025222328,Figurative
fun and games,37572099944309461579941881583131665915062153259926451636050793943341715587583,Figurative+Literal
for my money,28501210301556968919003702155084543459302299037140881402673962472969032272067,Partial Literal
rub someone the wrong way,63361729090946072270823255667261806193666730969763760456740427866692770972878,Figurative
first among equals,91610658354919246896073925360195338321934524266205955183366092382225816419311,Figurative
prop up the bar,6653639498486563047961728836644345472044270546662364190748496007438462156115,Partial Literal
hand in glove,84445415914733801387295965501987194723641509598178670819732155304035066117391,Literal
cost the earth,42443038178978676074350984129497687798645618459562203798968544709005653177955,Figurative
to a T,6689356031929619384176154557085306506330771681605391930539138236518398953408,Figurative
break the ice,112008464764416925175345641911414869395424650822757836439823379452430001168325,Literal
go to seed,106429259689617279076250146393143981159767951412439941833002826646225990584433,Figurative
bear in mind,112842018330940162065776386049228626617944425234339462221339305068509244541450,Figurative+Literal
cry wolf,55460150242872050369771806914496008030989213246736293422874071022668188625941,Figurative
lead someone up the garden path,24936044403379139034045242268218174641940733755497838473468285969112426088072,Partial Literal
two a penny,81639369534137297204485650438753522384380488167357444124759173555783214809518,Figurative
see red,62373786988703951792008117794152433579846083375311095509620461210342582710734,Figurative
fall by the wayside,973900852692784497545000256381772818217546746008641791972309778413257552511,Figurative
fly the flag,12551503089911400847234822349751884627720601027815809639598768925062015908252,Literal
laughing stock,39128797675669609353340790683059360942416582442171117568733362831908757255297,Figurative+Literal
on board,87127623673657555413180298230764343895546318303517924267170811156013940634993,Figurative
count sheep,67419656264558844902485680958055582920600300208001082919783951773351140344109,Partial Literal
in the ballpark,106471666553973871791048184450943718717294832872394053498784499336584904794868,Figurative
have the hots for,82160775371209367642318916588299676334840388729099934045015196101357531126015,Figurative
strike while the iron is hot,91185230985568809291355856266125609609969796425478308640257949157004746571773,Figurative+Literal
kick the bucket,26819412956719695075580687430671189143721047470695281405810034497213159828031,Literal
bundle of joy,9603506086984791683734365522517571036967890783074766109188317542223971174359,Figurative
hang by a thread,73342044541845389911512708055620691015360229674878654758928405045271648928193,Figurative
body blow,43926429809651758815504694395230984474788100618449905458492415298325713347748,Figurative+Literal
sick as a parrot,43939812823640474921205328043286285029208202192429875446128293216754015370619,Figurative
hack it,108501861595416633465044451720050942863312450465904661882868129054726730147857,Figurative
shut the door on,62116672564857937852446687611430294718683418186016116060533979789245861970493,Literal
one in the eye for,113392085687029303612815363603406194786998094140213533780546357966725957695133,Literal
bright young thing,79506924469078524876977430114518851988511539997117451227044923522421497019542,Figurative
ring off the hook,6338777370082851498897831208234755961422848304249371260900886361752212069542,Partial Literal
body blow,113094603093650053869381581525709383803171135581700418331856557311656386640215,Figurative
six feet under,99384292840688136207290541578661855095697942331704163724471706434808856093098,Figurative+Literal
smell blood,86185393500124852558948225450462053989426691256727640817530687260240472183505,Figurative
ring off the hook,21002112014172935513188073367666728314623026239156756402637749004939719301676,Figurative
couch potato,99118792076883471197285015045322569932609475690618597136799767253930221746743,Figurative
make ends meet,12956188211056815942685818666086714749839494638495634030772055899147326435818,Figurative
come clean,90410555292710405908627816544836734068758909603519281713878143189417825727206,Figurative
turn heads,11218108969151155848259199349578647497848284733634113609586178887036247659383,Literal
come to think of it,37207241712931061066838222965268335936705607713732839697443880719920448536228,Figurative
eternal triangle,70546033246469549787098542981171544812748397786743898957134925748410501125716,Literal
easy does it,6602681695223294655626114053120107955876122901747228846966544000971678517474,Figurative
shut the door on,114194735423137784125533783086376841577659626968122304777689757351055290318729,Partial Literal
take a hike,72035463822244437940276175812190913388380149174751451810971041964856130626257,Figurative
pull the plug,85885711666860164133547534116825732896624499137367658896627045334954664431251,Literal
on the money,109575787994421911098297307204362673958572259635461220059933678181387033146075,Figurative
show someone the door,18895541554782160521373573546607241285487556903033325415989356335854061730401,Partial Literal
full tilt,82563815837499801101721493935044459358751853045423665412146919389883111030885,Figurative
dead in the water,60015986129322220831892085250634597370041257385297241703530884304135472357931,Figurative
throw your hat in the ring,25112662762087098816841977258388573606932996521983360532823373398436604746276,Figurative
behind bars,74824938612712111850349376216409543447750282948005293525390252282299761321249,Figurative+Literal
small potatoes,37307075454811768915560829066930052849677957443763098990486166926577219099272,Literal
cross swords,78763220495696392418226422218509685256521791538727066281412589450814996675098,Figurative
call someone's bluff,30659585131122503255265002532438571861682533835096650744854612494793944508924,Figurative
kick up your heels,110337765538603473301484240844251030931754413176128518636816587731703807642376,Figurative+Literal
eat your heart out,65904749839144744100792942220330435388365818901740211660942317429178925566225,Figurative
go to town,91362960278161636388862141335690867417812762902672189190294625264478752604144,Figurative
turn up trumps,51305963902227684758491593098992137251120042621327020131764024193107067747143,Partial Literal
sweep someone off their feet,18901377467457158625902714795134776378997826933163874377399438381286126125561,Figurative+Literal
hit the skids,62452434099761441866034598287255177167831859083312097895682806501054241288187,Figurative
catch a cold,113954522168081343546199035312985853720799419247448230076355044780313597943704,Figurative
take the fall,12440145033291941679426086988242580423334976855064581310367512371226324573099,Figurative
at a loss for words,24293708886282742439665520500855459673346085296780193616024315803382277427721,Figurative
on board,53408173840644588849153221071961794043814719392472719666428629154350375447947,Figurative
fight fire with fire,79248784252004833725855822876307047891435358186942385471136064193503854788199,Literal
small potatoes,74157460960389653076212026994382935149198015840662900365050622879404714038730,Literal
over the moon,27444587635508967562731165099359248364454887493879174288773271806985276202112,Figurative
lose your shirt,61492228112565685713623936145111480587841907659112848632437922742381817960342,Figurative
mutton dressed as lamb,65280963753695769011981296279864840913864036655568181550043193166832985311595,Figurative
ring a bell,55463489771223095498966352613195735622508704720174760764787903578369227568930,Figurative
turn tail,25882600235329391507132865645845917840559234354885081064281715307721528321270,Figurative
catch someone's eye,17281798261402225716604173026555576551001057116484625913899839495213578412851,Figurative+Literal
mend fences,63970176627557018667216441320376484314524421479241432397396795697450164404154,Figurative
on top of the world,95440305358630796702093246217757309371237936877200748979871195365295901132321,Figurative
see the light of day,28958165302401366133197330867215404993656759746727096759403147378452084868025,Figurative
straight from the shoulder,91661674283742204149017360677909627967517751005820769267724370552894849827995,Partial Literal
on the ropes,1910406066316650336130605593189190834331286311823570121637126686325464089321,Literal
behind bars,1202404838946781953007360629871984623129107333532580398125926946625115091601,Figurative+Literal
ride herd on,82117045699822763204808027622369491914690616450004378772225649117889528620490,Literal
move the goalposts,101798347664419048166102634132850549860692263268681755479940847536426710905675,Literal
pull a rabbit out of a hat,106791928015672135278068054343924124663876044599861356112354143440803710392410,Literal
make a move,21517614025573966537249448489329875372412836163106049059440381112659868031510,Figurative
eat your words,96048018374912823060119206574596408567540020722240862707576975173631134517229,Figurative
chicken feed,56703264425459370886423826848928971161657741707136873945364283221597259222043,Literal
king of beasts,68167751797075659232427062262882045323716487434860044372302709895410135591833,Figurative
hit someone for six,96775245443853830484366321752074969522025438676542026827240324359071038140014,Figurative
bear in mind,8294302474529730035961905186642757174120039400927580094776612096322851089186,Partial Literal
see the elephant,94234121958058084387138736277247003962993547415735724744287995806016946427501,Partial Literal
buy the farm,68496573374486577898240889798347617444313443207481442761770420684417231769236,Figurative
old as the hills,94790613482185258516083277748847236094041775531624895270048912420865729332084,Figurative
free rein,43589120399483863705237107651664385120663882109926528868639712855314666964016,Partial Literal
take the bull by the horns,3689433877083711432962534203255459020941541730910368185816371113608136872118,Literal
hold the ring,103416428018144483876982652757353119529005861953393251632559577962811463464137,Literal
behind bars,7390330688347829444500851879123365966905870233574690255550153773068779066503,Figurative+Literal
put the moves on,110437666065958846727448676479807228511547565640869575193522586208996392586194,Figurative
bounce off the walls,97578948724818577844780522716778800957399056455330826891523366744055199090167,Literal
down the tubes,54716279547041559209137139990149441366742622119390306832539996985575928829803,Literal
out of sight,35661100780885545730594882849955638303665222469896811966445741272288626571632,Figurative
on thin ice,73776881281878530420336901256186375303367480178226411691626077908101013374335,Figurative
ruffle someone's feathers,24628753175701856195498283511729819323249767938555341360201369344029407302106,Partial Literal
leave no stone unturned,58541280233627983234895026917095744465653290520341642222949785310340570005036,Figurative+Literal
ruffle someone's feathers,105501045676813687904142973925262758805659748894240686380147765779987648483497,Figurative
make a move,81861540342009326404501068828698705455878610018461433305636402654016969165799,Figurative
off the wall,46141907136201452221553243982911842781121776093650375938238051154350264707922,Partial Literal
bear in mind,111846209928951197774273023507767956872399440670281905840875660052408836103396,Figurative
throw a wobbly,28513198053646780817338139695846154592932744000080316490503848245304520880111,Figurative
go by the board,114860192534338168410189515110511941239069077440618367034537349057432055267850,Figurative
free rein,7579006656876134052215336299310577389421738859422327768651780712217512194892,Figurative
easy does it,73109635618297275774322197870361762763983334506996704758066761279016517570713,Figurative
on thin ice,40066043483166555139408794594782663842375089643267427907844938526119105733205,Figurative+Literal
out of pocket,62533924365126090867647778880427725055412552850565107621060300975626489972896,Figurative
pick holes,93677424079988383417975354861798508193820832964483277478488410900505159516480,Figurative
under a cloud,104966359279705904241578520337164628814358020874276946586542320981584569452048,Literal
hang by a thread,106972419912881962119447413597957527227722431684007409923387125224412954000648,Figurative+Literal
in the black,57873658388236267831475280932954984654002666519716899993145256906908304793699,Figurative
cap in hand,100615581528019885378847381826402388716150070921479482041934123858552679099203,Literal
above board,57379498519242792348709975898164818260546940735242766910593708657167277190791,Literal
sit tight,64960884324587734179700544681528363089778471520771300414606718909564998589222,Figurative+Literal
lift a finger,6472041958051650665709934088172039901286035729943811778232838665704439198307,Partial Literal
make hay,47596749256511392678504668417095225473775784149341349209046164478655650610642,Partial Literal
lose your shirt,83665339512067763057810120891041847740066768878874545503752202169721325303947,Figurative
see red,110503349917367619622801489001959642734967159919074952375923839350696996737670,Figurative+Literal
up against it,81303969904164088296323783419436789057995016347041753153971978630450433525158,Figurative+Literal
press the panic button,20433858174544182717034480499085254854559328759721445342099661833163303384836,Literal
come unstuck,50354881021844916392116191571188097205268052612637364231254318213756730755596,Literal
take a bow,89489958197500662240838735145254758842275476624962614680175580043237239752283,Figurative
get to the bottom of,114002626070632105479069519106310016056375262631022440546039470093367108480237,Figurative
fight shy of,90113032489276140452304389093591641958614481412728037014366962304071987656188,Figurative
all over the shop,86948765896248898741351880647330253600989176220544971016571279901801633634121,Figurative
have the last laugh,34849903562113978764783820619881654929641976122021252768114917683519823383508,Figurative
throw the book at,27213917154439711064135407723232736927175020977516046272222421598764357859735,Figurative
hold the ring,27440642020585843889753771578824003641407928556055124184081080106036414730572,Literal
come up roses,58082937417686765815521844796453127116741971496538857474352160112220775950988,Figurative
press the flesh,113012550157884983822312092785160149479417871697508973165436226728237674029013,Figurative+Literal
cut from the same cloth,66950238937075981498072367061725407061047103737199037958321602995413410722200,Figurative
pick up the tab,12950737121866126492543944756407295043439102044793319849518213419130728756784,Figurative+Literal
throw good money after bad,112379336654158084161080298035900875812517907673555087910483427231544271969759,Figurative+Literal
green with envy,113275189460759512605217003015191414099776231390785851436203460699767190112605,Figurative
off the hook,83474433892735332680874509739644919989282733818602394267155616239883784405427,Figurative
hand in glove,3747906347297197266387594794845765812110115895891642902933627482553190465730,Figurative
on the ball,103656027337193527192839276912311383725683221616654871585616161755159783003768,Literal
make hay,63432760071039051394036223357193947336778538740344551598651130810317364453015,Partial Literal
dressed to kill,67301065846010973266137797337195924331274907625945614849535077082738224492287,Figurative
bounce off the walls,60181132735561623781012175585904021778420326257687780071281653057858791789551,Partial Literal
twist the knife,12394753519085403948871867335950359075128196346760125105328593290243858864631,Figurative
grease someone's palm,62252999367726822307571521907116254935653163066115892233693618819012759294419,Figurative
take root,113205715520228977379247883837905255761532070450697491585717326771350166939381,Literal
all bets are off,115640322155701770122679312051034424359229383835999306468861832304604834110343,Figurative
meet someone halfway,44271209428735781918161146114396372112926585488080083527407448710635791679156,Figurative
out of pocket,48239977360344021060193378225417191390964898333593290382992153703077331709784,Figurative
stand the test of time,55816797022336193697634789473637106033450109687229419977003282211172760494532,Figurative
chicken feed,62326559659972367238375235556576884794932682773850603728855825529952266095087,Literal
change hands,114486399393832671268827150603138407073690741048090880503904353882087741373979,Figurative
blow off steam,7423946049261840007069636004755137838159559313981146968826026487125463053167,Figurative
smell blood,38907186055022257226982236908153847647711448362759699435845716234429986041472,Literal
horses for courses,11277211872148598783285769128431364501356028454191849774932652461079181501184,Partial Literal
sick as a parrot,113819038771390955993402570788772887245204951748520717018696875940878056122895,Figurative
on top of the world,35051467614389603190737551781099027095405056466301591704157767256968619732938,Figurative
foam at the mouth,7932216785566800625770790904371506493735529045328733172416976552169421830977,Figurative
make a clean break,68821374325339906638830405140515162173850290509173422915699893179957099232256,Figurative
odds and ends,99540327384741275344471621962739822720953419831483904080348480144295298963066,Figurative
pop the question,105612124368934047348629849945769204618298822435844970501699389052694348987915,Figurative
out on a limb,75349376823588191823874455392796558166951529386989596337529534920334661438110,Figurative
kick up your heels,4058608825583947788578008855265920709636944731871764414936648642076866228519,Figurative+Literal
fall into place,108860344386784531812228024498496194343729781550936633847516122165327306408402,Figurative
catch a cold,70576716974577159078186178335419307661415667538389842075879796881187820841358,Figurative+Literal
bark up the wrong tree,88874958461674562628749045806499838119863738443495353248864894224898454144,Figurative
bright and early,87653650908229416993799705156041270185710611658726697425248519582227139671329,Figurative+Literal
greasy spoon,101522996883054774931103070134688926181506963521740946269115707275278688240776,Figurative
sick as a parrot,96975169498723327286918634236179028323602492749179093805345960852921878945045,Figurative
make head or tail of,69460211053826702503288251498905690555154345445050662689998108942201251254886,Figurative+Literal
change hands,24484420024825053429263076007739818633190555308419371677788898029146330453160,Partial Literal
talk out of turn,80394084501579028330522394572278355381650890096177787218620976614092182297411,Literal
bend someone's ear,478505810336738215593858251986278807733387590092733089757455241755321871488,Figurative
get under someone's skin,9699309526373267827502382874837761030489023457090914927188718886009143945760,Figurative
pound the pavement,4397630728721915362606436301708141238037776556221144042790900862589333573216,Figurative
over the moon,16375884244833712863337678267849417911892254531237279242733225041521005810840,Figurative
with bated breath,5534574561341011374375098595182930791344551109427806844434525671183676529597,Figurative
to a turn,76032318031355980997674641953532565734245973895188874670209970101100312470740,Figurative
split hairs,20665611310041309887932460774510104229099346868943970997005959588222909485818,Figurative
hand in glove,84428518183065734811247835658744806349800755939499417278462886162139921553524,Literal
set eyes on,90452795769280387505980925418712796300102318240922218376666984731948728106310,Figurative+Literal
moment of truth,75983155838893262582838715773267148264944540101824978358134985905590372538479,Figurative
split hairs,54717129070660543961973074909069235254074118138878087820194043440652057780133,Literal
king of beasts,92053038815036942011340215044415208387348060375325823162976713508759648113457,Partial Literal
second childhood,103335247015380534707349277144808940347406190016868608578355162850332711606079,Figurative
body blow,59537616029804780494803796960736403407967947613728833516261033765826801190361,Figurative
keep tabs on,52383574087046513373963147674277448696246189754562152507637119447061792911507,Figurative
whoop it up,84240420690871071318016716943076325746329150685290571537619430964756920731116,Figurative
hand in glove,73189745217988485258605323966703671194104336017060756811485581514731116895014,Figurative
get wind of,12263322760128301960358544898912716406400993848610245383686579341198859783047,Figurative
left and right,111474699117311770295102127168041520240991880865171358752794442288558590119546,Figurative
away with the fairies,19357392445298314489493136393639481377508362229354313013199830967233981379984,Figurative
smoke like a chimney,92334909399274218154145322500977334301962293989954082901977245473395277653744,Figurative
buy the farm,101626909441162523902104872270198871446740146949129913562489832674931635404248,Figurative+Literal
be left holding the baby,82107559655010881316170614274028141237912462325678202093530677989385517809828,Literal
jockey for position,22775832487934207001768529226586151537035327416153820792078775032676321869653,Figurative+Literal
lay down the law,16061689046826207171525754224105253127025872960834208219361103111080191129910,Figurative
ride herd on,87786914932258323337661436088205990249915365953464061453298888204099492073774,Figurative
keep tabs on,54165680987965951776419117115648650387473557970108035820966053268955047439727,Figurative
hold the purse strings,13036881652760769130737098904194438748467871591806324040445849980541603773500,Figurative
be left holding the baby,7400118257244269094056582940989999696385196373200023255309927599964063135568,Figurative+Literal
draw stumps,27594770374194903219440116794489745627018190929001076596407732491948994765284,Partial Literal
on the skids,114517443752955453402663846108197862629858933703054746132306450760040463282337,Figurative+Literal
six of the best,41718077649207763575247448682116003585618179867012745147890013372593899962839,Figurative
down the road,25630162962009531498643917002387147323710367835534337017074149644537338808150,Literal
chase rainbows,80404414255754548253464282484332252861187865061761137314839588066107949132758,Literal
round the bend,61298040307778477978929520364447733974138645062912363439751590642838942811380,Figurative
easy does it,9083426350945571911079474115040332301179561448235818920679780576728434436874,Figurative
come a cropper,93090906073452495825078348695418973570606759339289112744275519015231331706186,Figurative
throw your hat in the ring,7268080046036034422741822236640692001862789269784035948353248844045879799807,Figurative
bang for the buck,60145827481522313718971114009976036710495027254071594481298238551080453248895,Figurative
long in the tooth,37904288314461905288786279651332015617785797336434226902014946671765433396559,Literal
go down the pan,67221966833462015854293236819294692146631983883425501279455018587561594304488,Partial Literal
with a will,95956235657781338033456674163392043536909478623333018816839896170100788157235,Figurative
up to here,66380401593821111311252731643630500557625605379692544248317943430726981444819,Figurative
eat your heart out,94752600969564627411444343529009043712264795724123311395357697276246267061774,Figurative
keep tabs on,42631803106360117969981730779406102414484372070324044455870644403189669146,Figurative
catch the sun,96724313707372467102479817104844453575170690623434089224776453487495350096874,Figurative
ride roughshod over,14995558699308584089649816122059972527901022434350744005253590498696830492702,Partial Literal
old as the hills,72432118362614174229330337835507350655383171716921082347924139457924006500778,Figurative
high and dry,79904826761056296603351320622615227923042955847333008197454641468787114238150,Figurative
mutton dressed as lamb,82770501490455239893575548390806070457309846418719028143788244578284617284192,Figurative
chicken feed,27988777286111276127820520063438698753457937228190722591694887004488459365736,Partial Literal
mend fences,34331132995742969689311907608581535529131407997021129259095116024122409094910,Partial Literal
tie the knot,81889382128421279423711880795082146478017604457939091194914123534807328445213,Partial Literal
touch wood,74428122512919958162692794417470818538981874104343730948347153903861973669632,Figurative+Literal
kick the bucket,106426097896884496625262016595815005615102277128946970496200427210629428538004,Literal
cross swords,105033378716653591259696359219770914432410757924143615631586069135938767794848,Figurative
come a cropper,100274022188311854694324830587561978680092075179585692004123622077899019703482,Figurative
tongue in cheek,98383797796388558664363452036851840656548859054103984203174337019245631570591,Literal
take to the hills,112871735307403838276878938373336281792064593016801820350308312506698765107614,Figurative
on board,14557130756508772612319221143560994838391576027938361902373335831426960931089,Figurative
follow suit,9185142557705101547520515061882632848124652721902634984635086897334577943255,Figurative
up the river,24834905840151539555448877196625310664261867876426493991018515762620206184417,Figurative
all over the place,35713545295854004468412716212885328899696384998989308898747229410790468892980,Figurative
long in the tooth,47180445676014777640111543090044131590783027310048812536288517725434356151684,Figurative
eat your heart out,78774914170746645511590277732045265181282181373750036247029818331555567528616,Figurative
take to the hills,59020296399957440909879814827417826606548923084422163055374664967531931465311,Partial Literal
cry foul,15128963152815674622179647219163369312263739810498712266085993444564054718420,Literal
left and right,113562921363402024118633817656284057320196307365446005651312444219232395539464,Figurative
put someone on a pedestal,70317517595321289905106633071575505997836836160097957989321435842387842412023,Figurative+Literal
have the hots for,89509961327342146981311916227830870415678172902897903196919614995184124239676,Figurative
over the counter,101447899318155970614036848446678235975856955809228358189325112968110743247933,Literal
in the dock,94913016254274654832356720706220430792207542996211057014806272534361363770112,Literal
it takes two to tango,1373397876753766244367980005168954898114073571244616557901476466620898099192,Figurative+Literal
hard as nails,109752022286063430523787379728681505864228271189057355026841454682875332703263,Figurative
pound the pavement,91237656632587030261790155703986915510952255190168471677978055267604881756731,Figurative
throw a curve,49952033542614575852348113367588461420724682610723456889602493762958472049853,Figurative
on the skids,26380605042040904269105897637132837116754927279076801341202224375005303137329,Figurative
out and about,81326407737458271840739604724275765642024096829641602060978567345617676191553,Figurative
slap on the wrist,6898820553980547327351093815867430360883107940656598008254681453530605641204,Literal
take a bow,97970112503859722984249111199424641397237522547617096453232103067968466435123,Figurative
throw your hat in the ring,93388361440682965399712234175869634816368059415652661668438369091376256215115,Partial Literal
foam at the mouth,88225054290373561475624209991753081431325733675860216907043561935012835835457,Partial Literal
to a T,95591970797240777457507173789198219465524741678387975157542825428824783604343,Figurative
on the back burner,69031914579372788286427015814019426950068373164057929142890730313596253623091,Literal
set eyes on,110883133044486850564664148965949972494310563707872066428664926118756375213867,Figurative+Literal
the plot thickens,32770042041444413134967784775129871580198003888204847636323314881439875052957,Figurative
take the cake,80889810570728579942017906738095651760769134431655744416940941112027097363921,Partial Literal
throw the book at,104404534802243936734612423078227970015921212628422940744413645715816234716957,Figurative
