phrase,image,category
top dollar,72374791255228107340409843751827098319498456052963103669990562024904449723290,Figurative+Literal
save someone's skin,14806692571024546737587096199963687738416745043355132748592653019466050152275,Partial Literal
tell tales out of school,32873114510165371790918124856061586057703595641397332609891147818405488299490,Figurative
run amok,101565316837171339491379690725751789647039789832111012559037944358544392302451,Partial Literal
slap and tickle,50399032270456506032966156442489939716162856629747518488093838348281417834588,Figurative
small potatoes,46672297336596672159856690822770931141514050023798310645847641417286599122343,Random
mend fences,39916274184458215357628711525066089972711433104966858916308416255858296572544,Partial Literal
sick as a parrot,12964294081472480557409675852901970508880459404769782909606444627661720023762,Random
close but no cigar,18965944259880114240783199019870689201476857651075910491158338177586774786976,Random
not on your life,110555846042418949205495291210771788866075385463653060228266905436160160895622,Random
mend fences,441400400391473593740528180950269805094549001893297944490838577626942101631,Random
see the elephant,75540799821481785642902384251173012962630852909979582539169085087178322449200,Figurative
easy does it,393395241097105130615384227635833441952090795234666091720274923305885535032,Random
on paper,22629608226188267443241040406520497560086303188908758465430570205811052877417,Random
within an ace of,33105060355728869032781750289821666110508927805529615719835509638061008109752,Random
queer someone's pitch,47768349751109949503320261597913168901133403256036109599094191549642052195504,Figurative
last hurrah,70088540080071913759519151081466410478821954482389945037499876851336545738301,Random
keep tabs on,92671347213707837425256131077548819127879332055069016110368632411886951422856,Figurative
from scratch,115264725273839909844055486240794892701345675122867946824512014602429977515723,Figurative
fair and square,8165800333100270925543371397627913137870395124797435905543898379451604558052,Random
lift a finger,37441663533751615166455385271278395026665556270177546537831968937913347078288,Figurative+Literal
under the weather,109036468874004929197569128833933543911093207429309613561691128126598825057815,Figurative+Literal
go bananas,12440281748135427750680051027280423680398215216116388690655835288678678338700,Figurative
all the rage,44437042698462145365545183913144927500538834224393936442978852928142406603130,Figurative
fall on deaf ears,62467406812428869014763880295490955216870923915420413076482030634986720222114,Random
out of line,82332095214389013652455683838899506280330977845603173381650479435378808613804,Figurative
play games,30185041862749116031242840283701137728866132126861988479841057071627776233647,Figurative
kiss of life,27659109930187126608848549255709825636099979132282896708610053355715071680673,Figurative+Literal
throw someone to the wolves,83776305539909076220208640298120376302984531077275268248150448661648743738818,Random
dog tired,91041924527743296475882765987952317023095137176839480971972938247401476739448,Figurative+Literal
show a leg,13879275904253081450828459336609587411356955502734633459101658764189925130572,Literal
high and mighty,4795419650392294840171578072157100387878079160941161971389857867074644550876,Figurative
ride high,43747418508051416406255836741026222523827936172214275033778370608928206635543,Figurative+Literal
beat the clock,21566384214728446570966485148352227425817609194357559560920949148468061072652,Figurative
ask for the moon,26267931075571402104628756227357049886402105601264310664854040390924074069114,Random
much of a muchness,6227444671589528974263399802711031219862852090247188935920488055720287222667,Random
out of the blue,13316696876221428726943199956474576707697640316758594522540339491938400555756,Random
not on your life,115594505299161666320952899770117040668473190647438801012122408247405878592121,Literal
have someone by the short and curlies,90861039122809857859010746960863479988363828423694457665658820703179175582504,Figurative
at the drop of a hat,55526477945368803873722584386312966047915859216835012327962070136394007026281,Random
fight fire with fire,61967970827205753223124628505739797162615260497649170141604597922543150536529,Figurative+Literal
with bated breath,57652891188341694400619215356162492342483108017271041827829240862178225401072,Figurative
turn someone's head,35520582193446657032344610285440336745905363196908371140642289614143283341154,Random
smoke like a chimney,21794234656305718025469772498322680427108358355639395673248353398702866704549,Figurative+Literal
rake over old coals,86339128127431963992472185881284845479901548366813946517140166562302530505469,Partial Literal
fall in line,102169315932338552818690429680020951509729635505156310230820165577972618936483,Figurative
take a dive,75811446310855749173051420243081269494543670382065198017598604044503765939687,Literal
chew the cud,30203656399104099584709285481900639214012713246476257982291708285918937508764,Random
toe the line,82806241065668211810058184834290328089137860651809659508459960516063049089021,Figurative+Literal
fun and games,47900083629662288576890717945923620288340219030363804982029062229817615801726,Random
break the ice,46701467410305719276720522814122058606553257645392514101705864459032770189113,Figurative
on the money,5689592985278113596545897529244260824436260057356666449920539768760558447252,Figurative
save someone's skin,106608784900414821067098766955591675502171892722553549270003621135978062506402,Random
head south,39864723018480813966788884183318074288663330034292968669673959598336838106121,Figurative
one in the eye for,73596777325961566098600759060697252283961550131937803924613441452098839792601,Figurative
walk all over,14907641050609097995371470414204974790336438876846068216877496076396466637998,Random
jockey for position,8494074709893370729140440747482333563185362510825808853125452707544670086595,Figurative+Literal
first among equals,91610658354919246896073925360195338321934524266205955183366092382225816419311,Figurative
on the money,19635383636080213727216522546489911820326640212320300153808499837224951197650,Figurative
make a monkey of someone,41662625238464419549175852844235837095368043657624998900561198844274727585979,Figurative
eternal triangle,1867293874929610125695640358708023034122377481871177093703516180762376563825,Literal
below the belt,62460573384174361099324614851704150731706052761201147353873223999517710984187,Random
see red,226926680827208848047283347388159420158374180112271118415835199719321411037,Figurative+Literal
come a cropper,58134956895596932686102526694625198171611768786352679969348010884990330998799,Figurative
hold your horses,95246618860440891180989917607049133522330111911818077234063844616754506215817,Figurative
by the same token,87502837952650857777792994073508132253008439745730764416131847696110025009833,Figurative
it takes two to tango,27598776597730417282201558253293572868739937340584167907087025202132210954902,Figurative
break the ice,28754727885072514620010354807254080741897918625008249995243015795115277768861,Literal
on the button,58153185942578084889548902385531864453886447743509519111582337153802030179650,Partial Literal
rock the boat,96815054533559398096816767948571250567401537648787836696580201786681112567084,Literal
go to the dogs,24981754518675729478888885019605747065476922642651758880395432276525095031913,Random
fair and square,84388851803518499382570396370719201371419682411582912086959104666125100566748,Random
cry foul,21191422701539696470137193743953766294975100290126629164024599887871338871437,Figurative
grease someone's palm,71786587792206810628420988520019182904641079835661404265959160716509525226010,Literal
fish in troubled waters,84505689765871171590459180535029871684372102021762472540517338025790326579658,Partial Literal
toe the line,43747669549158296862644372279884715710183449879358985138448223893437649161700,Figurative+Literal
wet behind the ears,86924244965398967383640394293681741505674930219597158819378355489794514217424,Random
make ends meet,7305895101501024292180545556113864191212114793389261379207703492080500276384,Random
wear the trousers,71618773752111198340195664240581704357539886168603174223084934658359349775644,Figurative
chew the cud,2458651080185605969670308593288899573728919042834378284692294388430717374018,Figurative
down the tubes,235560151905961939603830486115665255297048851294802303322940537542840865830,Random
fly the flag,12551503089911400847234822349751884627720601027815809639598768925062015908252,Literal
in the wink of an eye,92482906056870722454107288797478910333164661312616623556751894304809444880120,Random
by the same token,4157086364265837032404670264721871574530260738545507692389199351331101225824,Random
come to mind,64114085791241658295271473838455677311811167877342850220340686410015207043525,Literal
pick up the pieces,82270779763126558142237945150770061193729780828356897009308477084115410596451,Random
take a bow,46723577978098201023177900186794400946816495660324949790421979139810071396765,Random
lose your shirt,19360700939083012113464425938442173294630908243392171135542469845909474654642,Figurative
hold the ring,103416428018144483876982652757353119529005861953393251632559577962811463464137,Literal
chew the fat,81303166810155167591548500231302985497718607806031079231056740109064487376111,Random
snap someone's head off,80109774753689118294281924688796285161381158545255679227524041717967621917452,Literal
sell like hot cakes,86149002548391868286676675601380222123664204727600755433958490664673641001232,Partial Literal
keep tabs on,64224498685899981533061727999318947312176593781316275583566937903038125146014,Figurative
all the rage,31465565763510926850786715516636857839766546024991549935962247756607841423967,Figurative
to a turn,86375910625458630726785628489713578488089185578365365768440303521620441656747,Random
six feet under,88511786278121770060605617988539880979961104635964901098326078482901294760643,Figurative
hang tough,91616707225984168476879474317838720513802495852389200730617069552409020759199,Random
take to the hills,63525686239141835380625228091782628153584009853738779588463263550223853525867,Figurative
hit the road,105073813537985500083713534697390438001877135723222803262136476060668557972283,Figurative
neck of the woods,40414692551795642342740010879872702315246436566573304282760872720235738320006,Figurative
left and right,111474699117311770295102127168041520240991880865171358752794442288558590119546,Figurative
not cricket,73266731600221619278268431816627430098379193722104613388234831216321946090406,Figurative
in the dock,25558776229304459530965035170978688990260417160519189057271174838652900220766,Literal
fight shy of,106891720434899775087695224870470243037367426227574848380479031182030809775825,Figurative
fill the bill,83731664643755853918357399803986153523143201845697105477543656679889827679606,Figurative
smoke like a chimney,106207487412070770537874335869394923090683309823982885709640206589855153559326,Figurative+Literal
dog tired,68531754643893395048260680277528042162009643430159346628465635072157762505066,Figurative
spit feathers,36417606869559657457187994650893149523965860985105835987121186398110493962631,Figurative
high and dry,63062612397371933285204810703347691091998134694930150540328095829693138281650,Figurative
armed to the teeth,107295152942119965288257361104953204845790985676601269529431287763977554146820,Figurative
left and right,110891231122916162315246885099001434084810199299504332010893108044477922656838,Figurative
heads will roll,9336424336772997158647151959332417134513139526260004143080151522656312605057,Random
see red,112261295080351993122293532353564485164979899764379288390182965518911780997482,Figurative+Literal
touch wood,53919235606731274618337766341481818460297915262943069809129975033721569656456,Literal
get stuck in,102395836834406212604115156054113155205056729279499306695303161407738154520653,Literal
cold comfort,12638523960492189086503316294296019744248418355506793075473544774315698524616,Figurative
catch the sun,91777777907312013159512058635914713429187892867924049808470525331117756346692,Literal
catch someone's eye,17281798261402225716604173026555576551001057116484625913899839495213578412851,Figurative+Literal
go the extra mile,29698780648947682535285263672482845469506785511839228019838611863374278931712,Figurative
keep your head above water,44338529842404118909730577544565768783729533126247196078429936084309550421807,Random
all over the place,86948765896248898741351880647330253600989176220544971016571279901801633634121,Figurative
grist to the mill,114996018557073719089655581440565200089503105257807202078224369810090506086010,Random
rattle someone's cage,24032510278621718999820483660632713111909383056226092004921864105911810908940,Figurative+Literal
off the hook,61424767780044295143983280418366324762083164385551417617763252072774030672623,Figurative+Literal
cross swords,25830177612801798124158972038404280868425871580772545264626063945861203275228,Literal
out of the box,18404887807928883887401276848289491463781068753503306392237768857218735228567,Random
under the weather,72468102596036643862516614190598048441057094886630489187337174243818666732689,Random
hold your horses,25531346176079148527454130859664502082764700063706165156075712808016076157851,Figurative
be left holding the baby,7400118257244269094056582940989999696385196373200023255309927599964063135568,Figurative+Literal
press the panic button,100230343937014849490601500351542142477915670357635462924363667840148795433057,Partial Literal
run out of steam,41367204579098876938747692887892533334321268099611020755339101774886871740905,Random
turn up trumps,89427131927835676082842215783127841215261872513735084892776060077122808307735,Random
dead wood,13950045736139560872966749457594423237398407435664596782968874149025482956918,Literal
use a sledgehammer to crack a nut,41745083620914154771048928085222826889663807521456537716371616429292403267472,Figurative+Literal
close to home,105559960855413680456073518101264967430833649318944539365419399892599101886736,Literal
have someone by the short and curlies,65726132119645100221917593405124983596542441621286459846907469900402396194127,Partial Literal
up a tree,57051724490966390856149363076929484046710900633044324784324456672576142113375,Figurative
slap on the wrist,33047638397102056016335546823479587616270603675966545335790706694832890359417,Figurative+Literal
turn up trumps,51305963902227684758491593098992137251120042621327020131764024193107067747143,Partial Literal
up the river,33853022063199616462245063820847139940303133738580780915937110040480042507486,Random
king of beasts,23394838184943794200378343249390043662693970863522920806370519910574784122103,Partial Literal
come clean,90410555292710405908627816544836734068758909603519281713878143189417825727206,Figurative
in someone's pocket,87007475250720823303338383336730655653317531181667946500701053032219804339228,Literal
keep on trucking,58429360649403305872436613788875489020688549399842467683942354511232529685905,Random
fall off the back of a lorry,106951457058437532680464663268965699072176461697619972165797900299616260978916,Random
off the hook,52602079163284130042500820501016978038901594350851074020459856605976135581149,Figurative+Literal
touch wood,26662758279318925110786814641008288303910827185171699038913071305854356890669,Literal
at the drop of a hat,78067852795012151848947473615114485063938359135731950882773794366863295273133,Literal
pay through the nose,101096939819574170898643936917277818204155405530544385800342847922292379661578,Figurative
back to the drawing board,41893535954403251362775312794256278359384699819458241622107855791477077455317,Random
under lock and key,26018351743368385160133345754425329689029541750748668893511679956261038320043,Figurative
it takes two to tango,75708995230697717701677404676741150297336468226516165008602201028487940740135,Random
pull a rabbit out of a hat,17005389549415549665092195309227235080330019565071952325158694402632292492352,Literal
get under someone's skin,46269624012770924465966591822372474154797564254665571741883821728740316058816,Figurative
feast or famine,6016738308275884353687019581221386451568534573041971762421097358560891458556,Random
set eyes on,52064844319214183618955853051853282086455181789969914534282437078913666828979,Figurative+Literal
run amok,11690023707984483362359993533760805978259283689469436996353601847127087500012,Figurative
go down the wrong way,95756564833863226756373550930498002722425175264220219360557096202040779111370,Random
away with the fairies,42877661048368960077413840515506788627966406646732342475751149422596975023734,Figurative
tell tales out of school,92548020719338912332082174278621493136451701161879169466097261792892426441942,Figurative+Literal
smell blood,60495432446740598509187769710479564142217012060147899533308182637230870094204,Partial Literal
out of the box,95170586528754996936341278832531736797154261681680350612695858617166759573373,Figurative+Literal
pick up the pieces,34639687327494804221963286461045038554912319909723527585893242859048609688030,Random
on the wagon,111176345120724639200825701765751926903432363407345412598598305303421450751507,Figurative
on paper,34824816679289715921725158809383127123273976079075461514357983019846971914343,Random
cap in hand,5327153294323649602858307299482391537257081071538868205549700104231016022550,Literal
all over the shop,10528929684920935293473550243351366506830535934459835729631201719465692514931,Figurative
sweep someone off their feet,42974647518392437088339174811856474427635464445381506351542091698374272588073,Figurative
think twice,56683658954324009063230714006997267324754478897793579236033020385084509476559,Random
let the cat out of the bag,100980998321982235825558772994812070798789234299698513904225503869537379234372,Literal
jockey for position,89608389642367993735121616923185991891668139763664899988588933251191793696974,Figurative+Literal
jump on the bandwagon,111723453079032860245616606249404986512283854150804159092147092374704102470565,Literal
part company,8474424848570826637385152895690058627508354578460892727164309025055034573996,Random
get the boot,884194127632827384125711458096054233055620983782888358244406827540431087549,Partial Literal
at the drop of a hat,54194141460225040418414313854254998369400903676527861696715530863469976399746,Literal
on the money,106785345179471578575361951925620620272901291790249278250413875931796027254409,Figurative
tread water,88462933875077752984861041758574184734980828395144536492206876632563537977594,Figurative+Literal
close but no cigar,29390456763265284896707798475173330157933217375279794944454059787468986861676,Random
touch wood,83168207163881171813245651021739877044954730572683631444073679906076080786472,Literal
get the boot,79487728969280209690818517513065787129760330598777249557547790809446701365108,Partial Literal
catch the sun,103771109080925748412909251128641144164042316013504996269262522453618023136052,Literal
seize the day,105283728976941541874798225099805273599666993567205811808471193900338053624516,Figurative
catch the sun,25918168916954988309621200425277475877742473567371611244631624198086527794350,Figurative
draw a blank,91386420571188951884078353922263415384083241015701686359446017354077924873689,Figurative
white hat,41677248581838284583243890602445869359739811014297175710475980069499846902233,Random
green with envy,113275189460759512605217003015191414099776231390785851436203460699767190112605,Figurative
quick on the draw,10119927071668928832640168094729684837525210437491867062954705151755967280387,Random
smell a rat,11692778961608193140721139526320257911033305005699564217283802109647019526280,Random
part company,89661461533902596464374707164175172365484368703001518667393577650765537424639,Figurative
laughing stock,66930027214537522805323746614258649740651532448922328537587719110155319323469,Figurative
count sheep,37097018289859595581691159984486807483658897577462785189836111070325639478515,Partial Literal
take root,103652314595786377058489418765457624829697846220418845621320266887055570397864,Literal
throw someone to the wolves,5482308806319349539005762599547212757930137537471088425914374915170235859370,Partial Literal
cook someone's goose,115682156552397565224151205816583291063100690497616143829165102573824450080675,Partial Literal
chew the cud,19280650999699843394605468606790458159386514104996045397432749043382178882239,Literal
take up the gauntlet,20307181417987419444290833769906701877323071576418151954785859510603886967623,Figurative
on the trot,27082744590965407845346474257986816032764829130955538573973749267374795700273,Figurative
curry favour,105178279502698926605679596672456030691677952186626035480024210538164123388640,Random
left and right,107146438376953572640467392530259313454072689737586970887572648124885668737366,Random
make a clean break,8489259107689012739825011174862064424449087412075776873514718257685273770722,Random
dyed in the wool,41974853876939077813224663874962546457074443114842967778138850090194561197285,Random
bite the big one,21313556750827562813421690906731919970692617868884529247543148099299056228885,Literal
make a clean break,8165800333100270925543371397627913137870395124797435905543898379451604558052,Random
in the driver's seat,19408315378220715132041452552122795981129965141281447776536207293758561419583,Literal
bell the cat,16140075235966350703760921267990260415043206558846657808642773221064967740857,Partial Literal
"been there, done that",25760789231459404899686322649010289918307909327089644166434428725460945479036,Random
go with the flow,115243748712725083803067041800148449023908639143191369566444383792639746714334,Literal
pull a rabbit out of a hat,42795263347815809641842621870855266569265174086198285604825442626322182208832,Random
green with envy,17196760427332064909565016476736442906929527066154272704859801382414746994842,Random
put two and two together,37003595232653598297012389179467223220467807171344626509840287564983367379132,Figurative
take the wind out of someone's sails,87566099584652156689456807229728182965344440911246920111690551716029497697050,Figurative
pound the pavement,103693142328598772625058044343326594725035186529336248995074341740773509360832,Figurative+Literal
in the dock,58647945502292321932003729978196107599259635561999863721493469973279813783486,Figurative
fall by the wayside,8996282161741998571208875669717050664291965069954343682993786710546346306824,Figurative
hold the purse strings,21369818159901127027644178340185292650996444695397887429492689634279702409208,Random
take the cake,4892885108906251046356060282098302564277083659209956576571269068406399902529,Random
between the devil and the deep blue sea,84109211022285435394633279524433615316478381535140383926521026637511538010151,Figurative+Literal
hit the ceiling,53584307266246321252412646956146465904683846330347523835742401146936394379077,Literal
knock someone's socks off,14207636289786344761840132664129698778982098415300196351121123684371300962649,Literal
birds of a feather,81503378845290229177649210281345105191742840312109884550728742274020550570541,Figurative
all over the shop,5529715521273783505936060124101833296662830942832792545799798652566114927512,Figurative
send someone packing,103512014840740440361184788607474248702678524708737810692910937854017996938441,Random
cross swords,58503718246907424198001437945101586252328878909800046517651272669419478132125,Figurative
make heavy weather of,113484210175464981706729065361483478336733224008601639458314883453683207206414,Partial Literal
hold your tongue,56904960944291116389464014102403060595676517987140006464417873868444508952806,Random
white hat,108716480408198791535391987245701762473555015399879167080437525496687777724120,Literal
in two shakes,93807854626253563556000420900180798147986662820441078738350308108583799606531,Figurative
back to the drawing board,66589013914840165766330300183141163637991677871945048370172966138037288635678,Figurative+Literal
cry foul,15128963152815674622179647219163369312263739810498712266085993444564054718420,Literal
in the black,31666538385285963911695715545357480999637948184935415569815511559081983817825,Figurative
show a leg,102775725832194315022763887346233372746509135547158135682328661137931007784971,Figurative
jump down someone's throat,1260312563292543469453993933065785326467293794300677656331354152301966216406,Figurative
press the flesh,113012550157884983822312092785160149479417871697508973165436226728237674029013,Figurative+Literal
leave no stone unturned,8802134925997693025426760053794690269549653020617958786277647166449941242873,Random
body blow,43926429809651758815504694395230984474788100618449905458492415298325713347748,Figurative+Literal
in the black,9615663974008482183172854763312273045777968737027927933179593691958045478561,Figurative
draw a blank,85602680767828648827298111763694019335635711597690870138019636840170427963485,Figurative
out of line,113566231359691280006404747766270596602656892720864086724988535856801924777148,Figurative
to a T,13986525625107285561916969410230600687687895593578399264429811815104154921470,Figurative
play for keeps,110573263028777464409005511946431168379038849102496506670722476842735436719577,Figurative
body blow,94732095299449575638148411131513491820517978633428783231687471867228582716774,Partial Literal
lose your shirt,5853401895829140411578389384620137599237045940530399419337622857878333339491,Figurative
go bananas,56049856333054638860138637626091973663770843509774093016075267583690322023238,Figurative
in two shakes,59224966474124782029704051643109985127272510936643378108367063820849396262913,Figurative
hang by a thread,97944026556318925875820851503967692124967106638823117344456810035500968170334,Figurative+Literal
on the wagon,98532620050721230188736457030865464703566367109262720503802716438095858643443,Partial Literal
hit someone for six,74875436911671130942008266758938696028399326535376036124589373966732817304924,Random
sit tight,60502373437891386106884825646127714697379267000215135419157163224486564144909,Figurative+Literal
save someone's skin,40932404599835065601496703640339079834614788726629262843799356808090373384876,Figurative+Literal
ride high,53719393365455510894490011392830580505638671899892072330438219031430331255577,Random
from the cradle to the grave,52503839185555285158352526663375901487293344534337685476399518650668657803369,Random
down the road,6028803058700015414026378267719529770498368371853964583437489875885555490206,Literal
on board,7595032604155777880162647936028273022760846595222514265073948481172198488362,Figurative
get down to brass tacks,89963501194124893850432999911071647675346059701696512093546480160560927118342,Literal
bark up the wrong tree,23247142916518901409720926516088073197927177218528154158009355022349276198160,Figurative
on edge,114566462301561190030812138191367462344004937213695777549236929429857405418488,Figurative
eat your words,96048018374912823060119206574596408567540020722240862707576975173631134517229,Figurative
ring a bell,55463489771223095498966352613195735622508704720174760764787903578369227568930,Figurative
all over the place,54625149503528545275499445894967665503230129887755704028444550849559605212350,Figurative
get your skates on,87051374989561579609885549590404899096690209497002611199639065596001669170234,Partial Literal
follow suit,64042533018951154172474205036839521719561188929465213668811978060902318898654,Partial Literal
turn someone's head,71163533369288972739608084365004151106872447244741344222427748516169140199432,Figurative
pull a rabbit out of a hat,59345664911497059579659109624135794980026252837452593864819844577396389550640,Random
keep tabs on,113624840783647861766136592222615140328226482033166446337098952596849140142330,Figurative
make ends meet,49015434487389956190201637846950701591155792318309208729674645233946566041456,Random
rain cats and dogs,100402474789889461583870190231394682546037979400305712281063121216104374609324,Figurative+Literal
fill the bill,6201721610587996805021550325599501656168970132252209622197213821810677226855,Figurative
take the cake,112208294931485982244494258160931465416064736531099636847288982977822443917634,Random
set eyes on,10030264053100680647310282082542437176315625340282550634864868904373664678111,Random
take the bull by the horns,107219810715333263061857091810607283718318523791733682927556012228285906959600,Figurative+Literal
all over the place,91108803191883761693657462982855527509538228853093360608233743504411995977442,Random
bend someone's ear,51181542278930873597387431618815633250314263750142790756042088804426348030043,Figurative
roll with the punches,84348064835911208002486122651114823391073603548983574996450246972519345724902,Figurative
come to terms with,46853823413200307474094582110887063602628114683478125852707829255152868949535,Random
kill the messenger,61510153346042653190488979504121392494945076968748425810241518176765492191202,Random
run out of steam,28587661580733117882647442635570054624925469537111481999793337634159340636775,Figurative
keep on trucking,47162223494825180571155517523400334715651953430808099661787409030591665967016,Figurative
hum and haw,69333485235974098924463708192111722180363308847075087004132933024639054219445,Figurative
kick up your heels,86312264555352349631790800516712044579615064599089441885310045099278770623682,Random
turn someone's head,105915013998005130728746086281550876271087312611670215109883990455299305249307,Figurative+Literal
all wet,3117976430243537594252903934598224774718515581820916484107928245385878825975,Random
peaches and cream,8326266301473982911240156438895510530302934462459588294360575831779129547818,Literal
in someone's pocket,45715806952938152390223236795902145492981385203211677926211897163348597839265,Literal
wet behind the ears,69651722678998408368116262923194617879470427241497744403479935277232563667042,Random
twist someone's arm,55010939239581840650151172452028534685490482761500720474196700059089991579287,Figurative
muddy the waters,88380596754503958576171716999434166870885659174754814560989846406399222911040,Random
under the weather,54693401368396809307323859722075398166699269816878776476471194365790934903126,Figurative
put paid to,66775584364844062096221363956391818216477991397683358309795587324222612827689,Figurative
press the panic button,20433858174544182717034480499085254854559328759721445342099661833163303384836,Literal
haul someone over the coals,113823112515618629993118819009665776393710287100612795498610889246738918765050,Random
get wind of,113823112515618629993118819009665776393710287100612795498610889246738918765050,Random
behind bars,12820755035876705839857966765840668105921609853870469843578597737577637841766,Figurative+Literal
cap in hand,100615581528019885378847381826402388716150070921479482041934123858552679099203,Literal
see red,94278588370074706593035314585485325346143560904785684780092962973269924156025,Figurative+Literal
armed to the teeth,68445782605489683475416325716940014003520503521864853354678672617717386251933,Figurative
tired and emotional,80848138827678307373255677974264586264362798462649529678872743166538756066475,Literal
cross swords,47280184008239702159279285963254392475072204303065189360593267115265084965704,Figurative
hit the ground running,195408492606697103535962304331606368817196220436657172120480999968860600828,Random
keep a low profile,48950187523776947452094943623423190653277553901458293803178208942678085846710,Random
left and right,102133399947015610801148770840186225886410143050318919533578388863884940205272,Figurative
take the fall,12440145033291941679426086988242580423334976855064581310367512371226324573099,Figurative
put a damper on,1801508647231892589361789761879379798571415318204695178896289169788644825411,Random
up against it,72188727306842258481639014266650728763526182036416587322248081678718616100307,Literal
full tilt,57082633729748398124310456613708273021052120376695567352593573769442434533761,Figurative
seize the day,7456732046221208144675283034049152686477500898635961643494468808011755575426,Random
dead in the water,108710087914804774055558497986197875387657271081835679997897728487699003386968,Random
far and away,7863120091837424794081483849061030620985132323678605850587349082274178321093,Random
hang by a thread,81223941293016117584175537191910499424248186973513907665133134011997055439455,Figurative+Literal
blow the lid off,106029342865630898365635135264389893494145698904446863093755163242596076894678,Figurative+Literal
in business,49702241248923044252434421825280463949049279763527883361690294932670899808010,Figurative+Literal
pick up the tab,5833418100743875377712775588630493103252226881514717035988135582778238954589,Figurative
smoke like a chimney,96761519005631974763425108361828139910872463574536108505785567294001751670513,Figurative+Literal
tell tales out of school,26682908539662200774080522027597712846560488472143313290663181533635703678143,Random
rake over old coals,62106886048303602724153691098765879035982602941164008999723616075906272307931,Random
fall by the wayside,65771501208923750696209443983671642063778102285009122337330591743885557105314,Figurative
keep the wolf from the door,115275752136720421375659846482510169712668782404445273371383619100104745411683,Literal
add fuel to the fire,20217571497477789104178065670753690292691331907419234181549162189576611240430,Literal
beat swords into ploughshares,41902644178208276067476595274333636996675260635039420632797897169919387889527,Literal
walk all over,114132094206805056642469693256767445812455145140553274192631983121172953654999,Figurative+Literal
come to think of it,5308509356463308471418073288171704819630829843477528359231349510838393822775,Literal
bear in mind,104753550086365470501508325425320884199643578776071154042655811024119534173233,Figurative+Literal
on the square,1998324888142794586720951274738449913668198521060136194825318595707791175791,Random
green with envy,12832924442691154807942306239353459894375642997113171645325319091522111755077,Random
keep your head above water,8191807377216902410646982331537591389068570045777180071650939127407884726540,Literal
in the long term,85501063878826895838841956611245033867622614287148260874296429064851010833391,Random
catch a cold,98142834303524668229410880630801399758382818039835021342263813489853900603839,Random
chew the cud,33965389168269248117905796357423789597544809279357792333692930917870757786541,Figurative
on the dot,93482275450058599021015421660368368173438045107558157167200207979509099704208,Random
keep the wolf from the door,57547572460204372768466839629942490182100429550866290677058096945550845674476,Random
to boot,76270018943330416312468627261965775019517324853074835028754227423378979758519,Partial Literal
within living memory,84079116429884630203784477751253322692031277788698574995115918921000296203761,Figurative
cut a rug,95877453205978164533015285405650518342999049862145962266421990203313983835887,Literal
bundle of joy,20089999532220555067664276077844460393932213804489256210177140581011317028994,Random
fight tooth and nail,42883285730285840070049129018991517247546369906594466434761260732985749527259,Figurative
hit the road,82784703300481440447674995506042409887694972670110721701044301450841336704981,Figurative+Literal
the bee's knees,11819315436477579085223713562408608192129055751803960694467926637475902600879,Literal
in no uncertain terms,105267808231051154064403536178937497914757970468626267875588799331660779601439,Random
have someone by the short and curlies,105580906052105319674192918785704702638839601638685425422383045343185928820708,Partial Literal
take a powder,111339555542643916635841903374307164345593245537650237081280643095970959134711,Random
under fire,30123403241123192734111915026824220315560020719182336765348679881675862506673,Figurative
in the hole,7588939742067757157732451095743226721107161050130417311750101255654737635644,Figurative
hold water,29208308809628108588415165588940538903953169752134354307596325298964543057071,Literal
pissed off,49932993699457999274110744774748727567527884642277116521121545584855924962679,Random
over the moon,76872373124318460827065940824975010348816938348804313774983784029947413449302,Figurative
hit the hay,96112521485767969762784306645605632831767063779900619075278690471794114988144,Literal
carrot and stick,93557579806086563107049754771854260782701971365275702381552778450475629106917,Literal
make a monkey of someone,92041095374314701542181610554528392257984424328574407162562039700465914012877,Partial Literal
cut a rug,106738701371828138087913160231034477506046425471227374565229290953730960479334,Random
scratch the surface,49727949089076864797799938060104881148950286756525279818882121817275519416101,Random
speak of the devil,25644040690224398897155543023238629125349971183441290840257068827260558121290,Partial Literal
bear in mind,112842018330940162065776386049228626617944425234339462221339305068509244541450,Figurative+Literal
with open arms,36752749067941671304633674386788244609497924236467600058488969357391491567386,Random
over the counter,31610814733558772417261092935121914313266025675749322814298014461136902130839,Random
blow someone's mind,87130070557880981757060114024737627251113936065844799511483789491662647981979,Figurative
use a sledgehammer to crack a nut,81735646595792117812345315517227808218600605352138087581005782185845037774917,Random
save someone's skin,109610969958176516049459000346620803519362408332747882983540874607567214750419,Figurative
take the fifth,64808750189856978527375499191054388919225842910170322764437211066727113554387,Figurative
fit to be tied,89471431575568144097002435924031040403524309225544212554384538938585939859974,Figurative
king of beasts,96204042433750360298027275010944357230309680196931992684851225334580165230599,Figurative
cry wolf,55460150242872050369771806914496008030989213246736293422874071022668188625941,Figurative
move heaven and earth,40775837622118919445361671246634665833737407213773351532367458923460437463700,Random
toe the line,67982865344301090958476115293303182914020515811379541159024041302897910250437,Random
hand in glove,35821087102745614723399630482906978435364268608807855232478025796034307883681,Literal
sick as a parrot,93673884419743520611963872831608219111119426008373466176395241346685134928068,Literal
spit feathers,2112303720894949216341274804501024514770177308489508103192164375476468680147,Figurative
bear in mind,95136072705056169356794830497376738679827196182836066118004884239271650499826,Figurative
